outlet_id,outlet_size,population_density,number_of_skus_sold,average_household_income,region_outstation,region_upcountry,region_western,number_of_skus_sold_range_0-25,number_of_skus_sold_range_25-50,number_of_skus_sold_range_50+
outlet_code_979,2115,306,11,52872,1,0,0,1,0,0
outlet_code_980,228,107,11,56932,1,0,0,1,0,0
outlet_code_981,920,226,12,61010,1,0,0,1,0,0
outlet_code_982,1467,292,18,88351,1,0,0,1,0,0
outlet_code_983,1158,255,15,72876,1,0,0,1,0,0
outlet_code_984,890,223,12,59507,1,0,0,1,0,0
outlet_code_985,811,213,11,55531,1,0,0,1,0,0
outlet_code_986,1143,253,14,72172,1,0,0,1,0,0
outlet_code_987,742,205,10,52096,1,0,0,1,0,0
outlet_code_988,841,217,11,57056,1,0,0,1,0,0
outlet_code_989,1164,256,15,73225,1,0,0,1,0,0
outlet_code_990,2774,527,20,41617,0,1,0,1,0,0
outlet_code_991,252,352,14,37797,0,1,0,1,0,0
outlet_code_992,1206,401,20,45178,0,1,0,1,0,0
outlet_code_993,1606,441,28,57186,0,1,0,0,1,0
outlet_code_994,988,1776,30,103825,0,0,1,0,1,0
outlet_code_995,1311,2422,41,136082,0,0,1,0,1,0
outlet_code_996,977,1754,30,102721,0,0,1,0,1,0
outlet_code_997,3049,352,15,76222,1,0,0,1,0,0
outlet_code_998,3973,399,20,99324,1,0,0,1,0,0
outlet_code_999,332,133,17,82972,1,0,0,1,0,0
outlet_code_1000,397,149,20,99266,1,0,0,1,0,0
outlet_code_1001,267,117,13,66718,1,0,0,1,0,0
outlet_code_1002,1090,247,14,69487,1,0,0,1,0,0
outlet_code_1003,1325,275,16,81254,1,0,0,1,0,0
outlet_code_1004,1034,240,13,66713,1,0,0,1,0,0
outlet_code_1005,918,226,12,60913,1,0,0,1,0,0
outlet_code_1006,1200,260,15,74996,1,0,0,1,0,0
outlet_code_1007,798,212,11,54923,1,0,0,1,0,0
outlet_code_1008,1528,433,27,54852,0,1,0,0,1,0
outlet_code_1009,1206,401,20,45167,0,1,0,1,0,0
outlet_code_1010,1244,404,21,46320,0,1,0,1,0,0
outlet_code_1011,383,3539,47,166309,0,0,1,0,1,0
outlet_code_1012,1030,1860,32,107978,0,0,1,0,1,0
outlet_code_1013,1301,2401,41,135054,0,0,1,0,1,0
outlet_code_1014,965,1729,29,101457,0,0,1,0,1,0
outlet_code_1015,267,117,13,66774,1,0,0,1,0,0
outlet_code_1016,1510,297,18,90505,1,0,0,1,0,0
outlet_code_1017,2858,536,21,42871,0,1,0,1,0,0
outlet_code_1018,1372,417,23,50158,0,1,0,1,0,0
outlet_code_1019,971,377,15,38139,0,1,0,1,0,0
outlet_code_1020,3629,5059,53,156464,0,0,1,0,1,0
outlet_code_1021,273,1889,31,111289,0,0,1,0,1,0
outlet_code_1022,325,2676,39,137521,0,0,1,0,1,0
outlet_code_1023,381,3520,47,165651,0,0,1,0,1,0
outlet_code_1024,1378,2556,44,142801,0,0,1,0,1,0
outlet_code_1025,766,1332,22,81607,0,0,1,1,0,0
outlet_code_1026,1667,3133,54,171656,0,0,1,0,1,0
outlet_code_1027,2857,343,14,71419,1,0,0,1,0,0
outlet_code_1028,3646,382,18,91156,1,0,0,1,0,0
outlet_code_1029,279,120,14,69677,1,0,0,1,0,0
outlet_code_1030,201,100,10,50233,1,0,0,1,0,0
outlet_code_1031,205,101,10,51154,1,0,0,1,0,0
outlet_code_1032,235,109,12,58679,1,0,0,1,0,0
outlet_code_1033,332,133,17,83003,1,0,0,1,0,0
outlet_code_1034,283,121,14,70797,1,0,0,1,0,0
outlet_code_1035,817,214,11,55855,1,0,0,1,0,0
outlet_code_1036,746,205,10,52287,1,0,0,1,0,0
outlet_code_1037,1617,310,19,95830,1,0,0,1,0,0
outlet_code_1038,1425,287,17,86269,1,0,0,1,0,0
outlet_code_1039,798,212,11,54884,1,0,0,1,0,0
outlet_code_1040,1679,318,20,98962,1,0,0,1,0,0
outlet_code_1041,1538,301,18,91906,1,0,0,1,0,0
outlet_code_1042,1632,312,19,96594,1,0,0,1,0,0
outlet_code_1043,2038,454,10,30568,0,1,0,1,0,0
outlet_code_1044,1006,381,16,39184,0,1,0,1,0,0
outlet_code_1045,3126,4052,43,131293,0,0,1,0,1,0
outlet_code_1046,3049,3898,41,127458,0,0,1,0,1,0
outlet_code_1047,377,3448,46,163276,0,0,1,0,1,0
outlet_code_1048,382,3533,47,166107,0,0,1,0,1,0
outlet_code_1049,265,1774,30,107452,0,0,1,0,1,0
outlet_code_1050,913,1625,27,96259,0,0,1,0,1,0
outlet_code_1051,973,1746,30,102296,0,0,1,0,1,0
outlet_code_1052,1005,1811,31,105537,0,0,1,0,1,0
outlet_code_1053,931,1661,28,98057,0,0,1,0,1,0
outlet_code_1054,306,127,15,76558,1,0,0,1,0,0
outlet_code_1055,377,144,19,94152,1,0,0,1,0,0
outlet_code_1056,247,112,12,61745,1,0,0,1,0,0
outlet_code_1057,867,220,12,58369,1,0,0,1,0,0
outlet_code_1058,1483,294,18,89170,1,0,0,1,0,0
outlet_code_1059,774,209,11,53712,1,0,0,1,0,0
outlet_code_1060,854,219,12,57723,1,0,0,1,0,0
outlet_code_1061,373,473,23,55932,0,1,0,1,0,0
outlet_code_1062,814,361,12,33417,0,1,0,1,0,0
outlet_code_1063,1086,389,18,41592,0,1,0,1,0,0
outlet_code_1064,2798,3396,36,114898,0,0,1,0,1,0
outlet_code_1065,1255,2309,39,130468,0,0,1,0,1,0
outlet_code_1066,1026,1853,31,107648,0,0,1,0,1,0
outlet_code_1067,881,1562,26,93112,0,0,1,0,1,0
outlet_code_1068,1426,2651,45,147561,0,0,1,0,1,0
outlet_code_1069,1007,1815,31,105735,0,0,1,0,1,0
outlet_code_1070,1179,2158,37,122919,0,0,1,0,1,0
outlet_code_1071,253,113,13,63224,1,0,0,1,0,0
outlet_code_1072,343,136,17,85642,1,0,0,1,0,0
outlet_code_1073,1207,261,15,75364,1,0,0,1,0,0
outlet_code_1074,1138,253,14,71909,1,0,0,1,0,0
outlet_code_1075,1344,277,16,82193,1,0,0,1,0,0
outlet_code_1076,826,215,11,56296,1,0,0,1,0,0
outlet_code_1077,744,205,10,52209,1,0,0,1,0,0
outlet_code_1078,1055,243,14,67752,1,0,0,1,0,0
outlet_code_1079,2654,515,18,39817,0,1,0,1,0,0
outlet_code_1080,227,327,12,34125,0,1,0,1,0,0
outlet_code_1081,354,454,22,53168,0,1,0,1,0,0
outlet_code_1082,392,492,24,58871,0,1,0,1,0,0
outlet_code_1083,1656,446,29,58674,0,1,0,0,1,0
outlet_code_1084,1696,450,30,59891,0,1,0,0,1,0
outlet_code_1085,2209,2218,24,85462,0,0,1,1,0,0
outlet_code_1086,335,2831,40,142716,0,0,1,0,1,0
outlet_code_1087,238,1371,26,94029,0,0,1,0,1,0
outlet_code_1088,380,3505,47,165178,0,0,1,0,1,0
outlet_code_1089,218,1063,23,83768,0,0,1,1,0,0
outlet_code_1090,1236,2273,39,128626,0,0,1,0,1,0
outlet_code_1091,1140,2081,35,119037,0,0,1,0,1,0
outlet_code_1092,1414,2628,45,146388,0,0,1,0,1,0
outlet_code_1093,921,1642,28,97082,0,0,1,0,1,0
outlet_code_1094,1225,2250,38,127507,0,0,1,0,1,0
outlet_code_1095,235,109,12,58692,1,0,0,1,0,0
outlet_code_1096,358,140,18,89591,1,0,0,1,0,0
outlet_code_1097,1365,280,17,83233,1,0,0,1,0,0
outlet_code_1098,1230,264,15,76478,1,0,0,1,0,0
outlet_code_1099,712,201,10,50603,1,0,0,1,0,0
outlet_code_1100,866,220,12,58300,1,0,0,1,0,0
outlet_code_1101,1013,238,13,65660,1,0,0,1,0,0
outlet_code_1102,811,213,11,55572,1,0,0,1,0,0
outlet_code_1103,1001,236,13,65067,1,0,0,1,0,0
outlet_code_1104,1089,247,14,69464,1,0,0,1,0,0
outlet_code_1105,773,209,11,53633,1,0,0,1,0,0
outlet_code_1106,1530,300,18,91480,1,0,0,1,0,0
outlet_code_1107,723,352,10,30691,0,1,0,1,0,0
outlet_code_1108,884,368,14,35507,0,1,0,1,0,0
outlet_code_1109,339,2892,41,144744,0,0,1,0,1,0
outlet_code_1110,367,3311,45,158686,0,0,1,0,1,0
outlet_code_1111,309,2434,36,129466,0,0,1,0,1,0
outlet_code_1112,368,3327,45,159236,0,0,1,0,1,0
outlet_code_1113,233,1290,25,91333,0,0,1,0,1,0
outlet_code_1114,1587,2974,51,163683,0,0,1,0,1,0
outlet_code_1115,1195,2190,37,124508,0,0,1,0,1,0
outlet_code_1116,1259,2317,40,130855,0,0,1,0,1,0
outlet_code_1117,876,1552,26,92575,0,0,1,0,1,0
outlet_code_1118,907,1614,27,95698,0,0,1,0,1,0
outlet_code_1119,2973,349,15,74333,1,0,0,1,0,0
outlet_code_1120,3682,384,18,92049,1,0,0,1,0,0
outlet_code_1121,370,142,18,92394,1,0,0,1,0,0
outlet_code_1122,337,134,17,84313,1,0,0,1,0,0
outlet_code_1123,245,111,12,61365,1,0,0,1,0,0
outlet_code_1124,878,221,12,58919,1,0,0,1,0,0
outlet_code_1125,970,232,13,63495,1,0,0,1,0,0
outlet_code_1126,774,209,11,53694,1,0,0,1,0,0
outlet_code_1127,1594,307,19,94705,1,0,0,1,0,0
outlet_code_1128,1346,278,16,82307,1,0,0,1,0,0
outlet_code_1129,1300,272,16,80012,1,0,0,1,0,0
outlet_code_1130,1399,284,17,84928,1,0,0,1,0,0
outlet_code_1131,1295,271,16,79731,1,0,0,1,0,0
outlet_code_1132,1544,434,27,55320,0,1,0,0,1,0
outlet_code_1133,1546,435,27,55374,0,1,0,0,1,0
outlet_code_1134,3746,5293,55,162325,0,0,1,0,1,0
outlet_code_1135,353,3090,43,151323,0,0,1,0,1,0
outlet_code_1136,1652,3105,53,170243,0,0,1,0,1,0
outlet_code_1137,1670,3139,54,171959,0,0,1,0,1,0
outlet_code_1138,1687,3174,55,173715,0,0,1,0,1,0
outlet_code_1139,949,1698,29,99919,0,0,1,0,1,0
outlet_code_1140,1082,1964,33,113221,0,0,1,0,1,0
outlet_code_1141,1563,2926,50,161315,0,0,1,0,1,0
outlet_code_1142,802,1404,24,85217,0,0,1,1,0,0
outlet_code_1143,1170,2140,36,122023,0,0,1,0,1,0
outlet_code_1144,231,108,12,57678,1,0,0,1,0,0
outlet_code_1145,240,110,12,60105,1,0,0,1,0,0
outlet_code_1146,827,215,11,56328,1,0,0,1,0,0
outlet_code_1147,1414,286,17,85686,1,0,0,1,0,0
outlet_code_1148,1042,241,13,67085,1,0,0,1,0,0
outlet_code_1149,1135,252,14,71730,1,0,0,1,0,0
outlet_code_1150,1177,257,15,73852,1,0,0,1,0,0
outlet_code_1151,1222,263,15,76091,1,0,0,1,0,0
outlet_code_1152,869,220,12,58436,1,0,0,1,0,0
outlet_code_1153,1530,433,27,54885,0,1,0,0,1,0
outlet_code_1154,3239,4278,45,136944,0,0,1,0,1,0
outlet_code_1155,371,3369,46,160641,0,0,1,0,1,0
outlet_code_1156,272,1875,31,110833,0,0,1,0,1,0
outlet_code_1157,701,1202,20,75089,0,0,1,1,0,0
outlet_code_1158,1406,2611,45,145566,0,0,1,0,1,0
outlet_code_1159,898,1597,27,94826,0,0,1,0,1,0
outlet_code_1160,709,1217,20,75852,0,0,1,1,0,0
outlet_code_1161,1438,2675,46,148775,0,0,1,0,1,0
outlet_code_1162,1301,2403,41,135129,0,0,1,0,1,0
outlet_code_1163,1453,2706,46,150301,0,0,1,0,1,0
outlet_code_1164,1532,300,18,91613,1,0,0,1,0,0
outlet_code_1165,1200,260,15,75014,1,0,0,1,0,0
outlet_code_1166,1554,303,19,92717,1,0,0,1,0,0
outlet_code_1167,751,206,11,52552,1,0,0,1,0,0
outlet_code_1168,293,393,17,43900,0,1,0,1,0,0
outlet_code_1169,1553,435,27,55576,0,1,0,0,1,0
outlet_code_1170,799,360,12,32983,0,1,0,1,0,0
outlet_code_1171,767,357,11,32015,0,1,0,1,0,0
outlet_code_1172,1024,382,16,39717,0,1,0,1,0,0
outlet_code_1173,1642,444,29,58264,0,1,0,0,1,0
outlet_code_1174,763,356,11,31893,0,1,0,1,0,0
outlet_code_1175,2004,1808,20,75204,0,0,1,1,0,0
outlet_code_1176,3391,4581,48,144530,0,0,1,0,1,0
outlet_code_1177,3684,5168,54,159205,0,0,1,0,1,0
outlet_code_1178,333,2800,40,141681,0,0,1,0,1,0
outlet_code_1179,343,2951,42,146687,0,0,1,0,1,0
outlet_code_1180,1443,2687,46,149336,0,0,1,0,1,0
outlet_code_1181,706,1212,20,75604,0,0,1,1,0,0
outlet_code_1182,1577,2953,51,162668,0,0,1,0,1,0
outlet_code_1183,1045,1889,32,109469,0,0,1,0,1,0
outlet_code_1184,1535,2871,49,158530,0,0,1,0,1,0
outlet_code_1185,2778,339,14,69456,1,0,0,1,0,0
outlet_code_1186,209,102,10,52373,1,0,0,1,0,0
outlet_code_1187,392,148,20,98017,1,0,0,1,0,0
outlet_code_1188,730,204,10,51513,1,0,0,1,0,0
outlet_code_1189,1382,282,17,84121,1,0,0,1,0,0
outlet_code_1190,950,230,13,62523,1,0,0,1,0,0
outlet_code_1191,1588,307,19,94386,1,0,0,1,0,0
outlet_code_1192,1556,303,19,92782,1,0,0,1,0,0
outlet_code_1193,2875,538,21,43126,0,1,0,1,0,0
outlet_code_1194,382,482,24,57227,0,1,0,1,0,0
outlet_code_1195,3365,4530,47,143262,0,0,1,0,1,0
outlet_code_1196,3251,4302,45,137540,0,0,1,0,1,0
outlet_code_1197,282,2031,32,116045,0,0,1,0,1,0
outlet_code_1198,231,1265,25,90488,0,0,1,0,1,0
outlet_code_1199,275,1927,31,112575,0,0,1,0,1,0
outlet_code_1200,1239,2277,39,128860,0,0,1,0,1,0
outlet_code_1201,1494,2789,48,154433,0,0,1,0,1,0
outlet_code_1202,1316,2432,42,136582,0,0,1,0,1,0
outlet_code_1203,1098,1995,34,114754,0,0,1,0,1,0
outlet_code_1204,3196,360,16,79889,1,0,0,1,0,0
outlet_code_1205,251,113,13,62764,1,0,0,1,0,0
outlet_code_1206,212,103,11,53025,1,0,0,1,0,0
outlet_code_1207,1200,260,15,75006,1,0,0,1,0,0
outlet_code_1208,1281,270,16,79071,1,0,0,1,0,0
outlet_code_1209,1530,300,18,91487,1,0,0,1,0,0
outlet_code_1210,1122,251,14,71120,1,0,0,1,0,0
outlet_code_1211,1423,287,17,86139,1,0,0,1,0,0
outlet_code_1212,1657,315,20,97839,1,0,0,1,0,0
outlet_code_1213,2105,461,11,31582,0,1,0,1,0,0
outlet_code_1214,2226,473,13,33388,0,1,0,1,0,0
outlet_code_1215,248,348,14,37152,0,1,0,1,0,0
outlet_code_1216,1265,407,21,46952,0,1,0,1,0,0
outlet_code_1217,353,3095,43,151504,0,0,1,0,1,0
outlet_code_1218,271,1858,31,110283,0,0,1,0,1,0
outlet_code_1219,1053,1906,32,110313,0,0,1,0,1,0
outlet_code_1220,1234,2268,39,128387,0,0,1,0,1,0
outlet_code_1221,1639,3077,53,168855,0,0,1,0,1,0
outlet_code_1222,1191,2183,37,124142,0,0,1,0,1,0
outlet_code_1223,841,1482,25,89110,0,0,1,0,1,0
outlet_code_1224,998,1795,30,104770,0,0,1,0,1,0
outlet_code_1225,1012,1825,31,106249,0,0,1,0,1,0
outlet_code_1226,1446,2692,46,149622,0,0,1,0,1,0
outlet_code_1227,902,1603,27,95167,0,0,1,0,1,0
outlet_code_1228,2823,341,14,70569,1,0,0,1,0,0
outlet_code_1229,3371,369,17,84271,1,0,0,1,0,0
outlet_code_1230,2372,319,12,59309,1,0,0,1,0,0
outlet_code_1231,352,138,18,88051,1,0,0,1,0,0
outlet_code_1232,1216,262,15,75824,1,0,0,1,0,0
outlet_code_1233,1283,270,16,79132,1,0,0,1,0,0
outlet_code_1234,1336,276,16,81792,1,0,0,1,0,0
outlet_code_1235,1312,273,16,80615,1,0,0,1,0,0
outlet_code_1236,737,204,10,51854,1,0,0,1,0,0
outlet_code_1237,1346,278,16,82295,1,0,0,1,0,0
outlet_code_1238,1560,436,27,55810,0,1,0,0,1,0
outlet_code_1239,2837,3474,37,116856,0,0,1,0,1,0
outlet_code_1240,2041,1882,21,77060,0,0,1,1,0,0
outlet_code_1241,222,1123,23,85761,0,0,1,1,0,0
outlet_code_1242,1189,2177,37,123858,0,0,1,0,1,0
outlet_code_1243,1021,1843,31,107137,0,0,1,0,1,0
outlet_code_1244,746,1291,22,79572,0,0,1,1,0,0
outlet_code_1245,1335,2470,42,138498,0,0,1,0,1,0
outlet_code_1246,3785,389,19,94617,1,0,0,1,0,0
outlet_code_1247,383,146,19,95681,1,0,0,1,0,0
outlet_code_1248,215,104,11,53644,1,0,0,1,0,0
outlet_code_1249,1649,314,19,97471,1,0,0,1,0,0
outlet_code_1250,1531,300,18,91538,1,0,0,1,0,0
outlet_code_1251,953,230,13,62645,1,0,0,1,0,0
outlet_code_1252,1033,240,13,66642,1,0,0,1,0,0
outlet_code_1253,1206,261,15,75281,1,0,0,1,0,0
outlet_code_1254,1363,280,17,83135,1,0,0,1,0,0
outlet_code_1255,846,218,11,57307,1,0,0,1,0,0
outlet_code_1256,747,206,10,52345,1,0,0,1,0,0
outlet_code_1257,1378,281,17,83922,1,0,0,1,0,0
outlet_code_1258,1615,310,19,95733,1,0,0,1,0,0
outlet_code_1259,1563,436,27,55882,0,1,0,0,1,0
outlet_code_1260,285,2080,33,117677,0,0,1,0,1,0
outlet_code_1261,278,1968,32,113918,0,0,1,0,1,0
outlet_code_1262,754,1307,22,80363,0,0,1,1,0,0
outlet_code_1263,843,1487,25,89325,0,0,1,0,1,0
outlet_code_1264,793,1385,23,84273,0,0,1,1,0,0
outlet_code_1265,798,1396,23,84775,0,0,1,1,0,0
outlet_code_1266,398,149,20,99381,1,0,0,1,0,0
outlet_code_1267,1121,251,14,71058,1,0,0,1,0,0
outlet_code_1268,1557,303,19,92845,1,0,0,1,0,0
outlet_code_1269,1618,310,19,95903,1,0,0,1,0,0
outlet_code_1270,1592,307,19,94621,1,0,0,1,0,0
outlet_code_1271,1282,270,16,79101,1,0,0,1,0,0
outlet_code_1272,802,212,11,55100,1,0,0,1,0,0
outlet_code_1273,910,371,14,36310,0,1,0,1,0,0
outlet_code_1274,245,1470,27,97329,0,0,1,0,1,0
outlet_code_1275,399,3778,50,174262,0,0,1,0,1,0
outlet_code_1276,306,2387,36,127900,0,0,1,0,1,0
outlet_code_1277,360,3207,44,155219,0,0,1,0,1,0
outlet_code_1278,232,1287,25,91238,0,0,1,0,1,0
outlet_code_1279,330,2749,39,139967,0,0,1,0,1,0
outlet_code_1280,1114,2028,34,116389,0,0,1,0,1,0
outlet_code_1281,1230,2259,39,127968,0,0,1,0,1,0
outlet_code_1282,876,1553,26,92645,0,0,1,0,1,0
outlet_code_1283,750,1300,22,80003,0,0,1,1,0,0
outlet_code_1284,2654,333,13,66358,1,0,0,1,0,0
outlet_code_1285,381,145,19,95319,1,0,0,1,0,0
outlet_code_1286,1342,277,16,82124,1,0,0,1,0,0
outlet_code_1287,1197,260,15,74837,1,0,0,1,0,0
outlet_code_1288,1665,316,20,98269,1,0,0,1,0,0
outlet_code_1289,903,224,12,60168,1,0,0,1,0,0
outlet_code_1290,368,468,23,55126,0,1,0,1,0,0
outlet_code_1291,333,433,20,49983,0,1,0,1,0,0
outlet_code_1292,1440,424,25,52210,0,1,0,0,1,0
outlet_code_1293,277,1950,32,113338,0,0,1,0,1,0
outlet_code_1294,296,2236,34,122852,0,0,1,0,1,0
outlet_code_1295,1494,2787,48,154354,0,0,1,0,1,0
outlet_code_1296,3973,399,20,99325,1,0,0,1,0,0
outlet_code_1297,309,127,15,77171,1,0,0,1,0,0
outlet_code_1298,211,103,11,52760,1,0,0,1,0,0
outlet_code_1299,293,123,15,73257,1,0,0,1,0,0
outlet_code_1300,1629,311,19,96452,1,0,0,1,0,0
outlet_code_1301,1299,272,16,79964,1,0,0,1,0,0
outlet_code_1302,735,204,10,51731,1,0,0,1,0,0
outlet_code_1303,1423,287,17,86149,1,0,0,1,0,0
outlet_code_1304,950,230,12,62481,1,0,0,1,0,0
outlet_code_1305,1227,263,15,76347,1,0,0,1,0,0
outlet_code_1306,1515,298,18,90736,1,0,0,1,0,0
outlet_code_1307,1669,447,29,59085,0,1,0,0,1,0
outlet_code_1308,1210,401,20,45303,0,1,0,1,0,0
outlet_code_1309,276,1943,31,113102,0,0,1,0,1,0
outlet_code_1310,830,1459,25,87955,0,0,1,0,1,0
outlet_code_1311,396,149,20,98954,1,0,0,1,0,0
outlet_code_1312,266,116,13,66395,1,0,0,1,0,0
outlet_code_1313,309,127,15,77215,1,0,0,1,0,0
outlet_code_1314,261,115,13,65312,1,0,0,1,0,0
outlet_code_1315,229,107,11,57362,1,0,0,1,0,0
outlet_code_1316,949,230,12,62467,1,0,0,1,0,0
outlet_code_1317,1606,309,19,95276,1,0,0,1,0,0
outlet_code_1318,1275,269,16,78771,1,0,0,1,0,0
outlet_code_1319,1334,276,16,81713,1,0,0,1,0,0
outlet_code_1320,906,225,12,60319,1,0,0,1,0,0
outlet_code_1321,374,474,23,56051,0,1,0,1,0,0
outlet_code_1322,254,354,14,38041,0,1,0,1,0,0
outlet_code_1323,834,363,13,34028,0,1,0,1,0,0
outlet_code_1324,1521,432,26,54616,0,1,0,0,1,0
outlet_code_1325,1650,445,29,58488,0,1,0,0,1,0
outlet_code_1326,341,2921,41,145688,0,0,1,0,1,0
outlet_code_1327,288,2114,33,118795,0,0,1,0,1,0
outlet_code_1328,1138,2076,35,118784,0,0,1,0,1,0
outlet_code_1329,1321,2441,42,137065,0,0,1,0,1,0
outlet_code_1330,1143,2086,35,119276,0,0,1,0,1,0
outlet_code_1331,1360,2520,43,141021,0,0,1,0,1,0
outlet_code_1332,2595,330,13,64871,1,0,0,1,0,0
outlet_code_1333,3752,388,19,93788,1,0,0,1,0,0
outlet_code_1334,229,107,11,57282,1,0,0,1,0,0
outlet_code_1335,1110,249,14,70510,1,0,0,1,0,0
outlet_code_1336,983,234,13,64135,1,0,0,1,0,0
outlet_code_1337,1598,308,19,94904,1,0,0,1,0,0
outlet_code_1338,1555,303,19,92756,1,0,0,1,0,0
outlet_code_1339,391,491,24,58646,0,1,0,1,0,0
outlet_code_1340,955,376,15,37655,0,1,0,1,0,0
outlet_code_1341,927,373,15,36822,0,1,0,1,0,0
outlet_code_1342,1005,380,16,39148,0,1,0,1,0,0
outlet_code_1343,1449,425,25,52482,0,1,0,0,1,0
outlet_code_1344,1034,383,17,40023,0,1,0,1,0,0
outlet_code_1345,1409,421,24,51264,0,1,0,1,0,0
outlet_code_1346,3579,4957,52,153934,0,0,1,0,1,0
outlet_code_1347,2634,3068,33,106708,0,0,1,0,1,0
outlet_code_1348,375,3429,46,162635,0,0,1,0,1,0
outlet_code_1349,273,1902,31,111743,0,0,1,0,1,0
outlet_code_1350,1547,2894,50,159699,0,0,1,0,1,0
outlet_code_1351,1079,1959,33,112947,0,0,1,0,1,0
outlet_code_1352,1199,2197,37,124869,0,0,1,0,1,0
outlet_code_1353,3285,364,16,82117,1,0,0,1,0,0
outlet_code_1354,3116,356,16,77899,1,0,0,1,0,0
outlet_code_1355,378,145,19,94510,1,0,0,1,0,0
outlet_code_1356,388,147,19,96937,1,0,0,1,0,0
outlet_code_1357,289,122,14,72141,1,0,0,1,0,0
outlet_code_1358,273,118,14,68198,1,0,0,1,0,0
outlet_code_1359,1470,292,18,88500,1,0,0,1,0,0
outlet_code_1360,1256,267,16,77776,1,0,0,1,0,0
outlet_code_1361,1243,265,15,77137,1,0,0,1,0,0
outlet_code_1362,1547,435,27,55415,0,1,0,0,1,0
outlet_code_1363,780,358,12,32404,0,1,0,1,0,0
outlet_code_1364,1232,403,21,45951,0,1,0,1,0,0
outlet_code_1365,3198,4196,44,134894,0,0,1,0,1,0
outlet_code_1366,940,1681,28,99039,0,0,1,0,1,0
outlet_code_1367,1043,1885,32,109271,0,0,1,0,1,0
outlet_code_1368,1584,2969,51,163434,0,0,1,0,1,0
outlet_code_1369,1069,1938,33,111890,0,0,1,0,1,0
outlet_code_1370,1184,2167,37,123352,0,0,1,0,1,0
outlet_code_1371,1584,2968,51,163396,0,0,1,0,1,0
outlet_code_1372,749,1297,22,79872,0,0,1,1,0,0
outlet_code_1373,784,1368,23,83392,0,0,1,1,0,0
outlet_code_1374,782,1365,23,83243,0,0,1,1,0,0
outlet_code_1375,1156,2112,36,120577,0,0,1,0,1,0
outlet_code_1376,774,1347,23,82352,0,0,1,1,0,0
outlet_code_1377,2338,317,12,58442,1,0,0,1,0,0
outlet_code_1378,340,135,17,84877,1,0,0,1,0,0
outlet_code_1379,336,134,17,84079,1,0,0,1,0,0
outlet_code_1380,257,114,13,64187,1,0,0,1,0,0
outlet_code_1381,225,106,11,56182,1,0,0,1,0,0
outlet_code_1382,283,121,14,70856,1,0,0,1,0,0
outlet_code_1383,1571,304,19,93526,1,0,0,1,0,0
outlet_code_1384,1097,248,14,69868,1,0,0,1,0,0
outlet_code_1385,1588,307,19,94403,1,0,0,1,0,0
outlet_code_1386,1040,241,13,67001,1,0,0,1,0,0
outlet_code_1387,971,233,13,63551,1,0,0,1,0,0
outlet_code_1388,1472,293,18,88604,1,0,0,1,0,0
outlet_code_1389,1034,240,13,66710,1,0,0,1,0,0
outlet_code_1390,1542,301,18,92093,1,0,0,1,0,0
outlet_code_1391,297,397,17,44563,0,1,0,1,0,0
outlet_code_1392,269,1831,30,109380,0,0,1,0,1,0
outlet_code_1393,307,2403,36,128424,0,0,1,0,1,0
outlet_code_1394,365,3273,45,157438,0,0,1,0,1,0
outlet_code_1395,1248,2297,39,129831,0,0,1,0,1,0
outlet_code_1396,1232,2263,39,128168,0,0,1,0,1,0
outlet_code_1397,1023,1846,31,107313,0,0,1,0,1,0
outlet_code_1398,1378,2556,44,142779,0,0,1,0,1,0
outlet_code_1399,343,136,17,85698,1,0,0,1,0,0
outlet_code_1400,328,132,16,81971,1,0,0,1,0,0
outlet_code_1401,393,148,20,98208,1,0,0,1,0,0
outlet_code_1402,1288,271,16,79418,1,0,0,1,0,0
outlet_code_1403,1146,254,14,72320,1,0,0,1,0,0
outlet_code_1404,844,217,11,57199,1,0,0,1,0,0
outlet_code_1405,1489,295,18,89461,1,0,0,1,0,0
outlet_code_1406,361,3210,44,155337,0,0,1,0,1,0
outlet_code_1407,292,2184,34,121140,0,0,1,0,1,0
outlet_code_1408,226,1194,24,88127,0,0,1,1,0,0
outlet_code_1409,1189,2177,37,123865,0,0,1,0,1,0
outlet_code_1410,833,1466,25,88282,0,0,1,0,1,0
outlet_code_1411,862,1524,26,91215,0,0,1,0,1,0
outlet_code_1412,1355,2510,43,140478,0,0,1,0,1,0
outlet_code_1413,1325,2449,42,137463,0,0,1,0,1,0
outlet_code_1414,258,115,13,64529,1,0,0,1,0,0
outlet_code_1415,244,111,12,61049,1,0,0,1,0,0
outlet_code_1416,329,132,16,82352,1,0,0,1,0,0
outlet_code_1417,353,138,18,88130,1,0,0,1,0,0
outlet_code_1418,213,103,11,53131,1,0,0,1,0,0
outlet_code_1419,388,147,19,96891,1,0,0,1,0,0
outlet_code_1420,1645,313,19,97243,1,0,0,1,0,0
outlet_code_1421,1411,285,17,85553,1,0,0,1,0,0
outlet_code_1422,1154,255,15,72713,1,0,0,1,0,0
outlet_code_1423,1531,300,18,91531,1,0,0,1,0,0
outlet_code_1424,1102,390,18,42065,0,1,0,1,0,0
outlet_code_1425,1159,396,19,43755,0,1,0,1,0,0
outlet_code_1426,1643,444,29,58295,0,1,0,0,1,0
outlet_code_1427,1113,391,18,42386,0,1,0,1,0,0
outlet_code_1428,2578,2957,32,103915,0,0,1,0,1,0
